StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,participation,gender,age,"education ",occupation,city_size,license,duration_license,car_ownership,car_type,km_per year,frequency,companionship,preferences_mobility_1,preferences_mobility_2,preferences_mobility_3,preferences_mobility_8,preferences_mobility_4,preferences_mobility_5,preferences_mobility_6,preferences_mobility_7,preferences_mobility_7_TEXT,prior_knowledge,experience,evaluation_1,evaluation_2,evaluation_3,evaluation_4,evaluation_why_1,evaluation_why_2,evaluation_why_3,evaluation_why_4,evaluation_why_5,evaluation_why_6,evaluation_why_n_1,evaluation_why_n_2,evaluation_why_n_3,evaluation_why_n_4,evaluation_why_n_5,car_choice,concern_dest_n,impact_dest_n,prob_dest_n,concern_charging_n,impact_charging_n,prob_charging_n,concern_time,impact_time,prob_time,concern_accident,impact_accident,prob_accident,concern_price_n,impact_price_n,prob_price_n,concern_support_n,impact_support_n,prob_support_n,worry_ev_1,worry_ev_2,worry_ev_3,worry_ev_4,worry_ev_5,worry_ev_6,worry_ev_6_TEXT,control_question,n_control_reading,control_neutral,driving_climate_1,driving_climate_2,driving_climate_3,driving_climate_4,ev_attitude_1,ev_attitude_2,ev_attitude_3,personality_1,personality_2,personality_3,personality_4,tech_interaction_1,tech_interaction_2,tech_interaction_3,tech_interaction_4,tech_interaction_5,tech_interaction_6,tech_interaction_7,tech_interaction_8,tech_interaction_9,2concern_dest_n,2impact_dest,2prob_dest,2concern_charging_n,2impact_charging_n,2prob_charging_n,2concern_time,2impact_time,2prob_time,2concern_accident,2impact_accident,2prob_accident,2concern_price_n,2impact_price_n,2prob_price_n,2concern_support_n,2impact_support_n,2prob_support_n,2worry_ev_1,2worry_ev_2,2worry_ev_3,2worry_ev_4,2worry_ev_5,2worry_ev_6,2worry_ev_6_TEXT,SC0,diggi
2023-06-15 07:50:28,2023-06-15 08:23:40,0,78.34.110.132,100,1991,1,2023-06-15 08:23:41,R_3GxjBYsclW9mwUP,,,,,50.9235,6.8646,anonymous,DE,1,1,59,4,5,2,"1,2",4,1,2,2,2,2,3,4,6,1,2,5,8,7,,3,4,4,4,4,3,6,2,1,2,1,3,4,4,3,1,4,1,2,4,3,5,3,3,3,2,5,3,5,6,4,4,3,4,2,3,4,5,3,6,2,1,Ressourcenverwendung bei der Produktion,,1,,5,1,5,1,2,3,2,3,4,4,3,2,2,4,2,1,3,3,4,3,2,4,3,4,3,3,3,3,6,,,,5,4,6,4,4,6,5,2,3,6,4,1,"Ressourcenverwendung bei der Produktion ",,lw
2023-06-15 08:43:41,2023-06-15 08:56:15,0,134.93.63.182,100,754,1,2023-06-15 08:56:16,R_1KjYbRFGK0FT5qN,,,,,50.0049,8.2055,anonymous,DE,1,1,22,4,3,3,1,2,3,,1,3,2,7,5,2,3,1,8,6,4,,2,4,4,4,3,2,4,3,4,4,4,1,2,3,3,3,4,5,3,3,3,4,3,3,3,2,3,2,4,2,4,4,6,4,3,6,1,2,4,5,3,6,,,1,,5,2,5,2,3,2,2,4,1,3,4,3,3,4,3,3,4,3,4,4,3,3,3,4,4,4,3,2,5,3,5,6,4,3,6,4,3,6,1,4,3,5,2,6,,,lw
2023-06-15 08:44:40,2023-06-15 08:59:56,0,84.147.123.64,100,915,1,2023-06-15 08:59:56,R_w7CB07B62zPNG4p,,,,,49.9879,8.297,anonymous,DE,1,1,20,4,3,4,1,2,3,,1,3,2,7,5,2,3,1,4,6,8,,3,3,5,5,2,1,5,5,5,2,3,1,1,2,1,3,5,5,1,3,2,4,4,5,3,2,5,2,6,2,2,3,5,2,3,5,1,3,2,5,4,6,,,,1,6,3,5,1,1,1,3,3,4,3,4,1,2,6,2,2,5,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,lw
2023-06-15 09:12:13,2023-06-15 09:58:01,0,104.28.54.67,100,2748,1,2023-06-15 09:58:02,R_3khKRddFt4NV5yh,,,,,51.2184,6.7734,anonymous,DE,1,2,25,3,4,1,"1,2",3,1,"1,2",4,1,1,1,5,7,6,8,4,3,2,Motorrad,2,3,5,2,3,1,4,2,1,1,2,4,6,4,1,1,1,3,1,2,1,2,4,3,4,3,5,1,6,2,1,6,2,2,1,2,4,1,3,6,2,5,,1,,,3,4,2,3,1,2,3,2,4,5,2,4,5,2,4,3,3,4,4,5,1,3,2,4,4,2,4,4,6,3,6,2,2,1,2,3,1,2,4,1,3,5,2,6,,,aw
2023-06-15 10:59:14,2023-06-15 11:11:06,0,95.223.44.68,100,712,1,2023-06-15 11:11:07,R_2sXs8tTjpXSlmM2,,,,,50.7661,6.1395,anonymous,DE,1,1,25,5,3,4,1,3,2,,1,4,2,2,3,6,7,1,5,4,8,,3,3,4,4,3,3,5,3,2,5,4,3,5,3,3,6,2,3,2,5,1,4,5,3,5,4,7,2,6,2,1,2,3,4,3,6,4,1,2,5,3,6,,,1,,5,3,5,2,1,1,4,1,5,4,2,5,4,3,5,5,2,3,4,6,5,5,2,5,5,4,5,4,6,3,6,2,3,2,3,5,2,6,5,3,1,4,2,6,,,if
2023-06-15 11:32:08,2023-06-15 11:44:14,0,79.194.175.145,100,725,1,2023-06-15 11:44:14,R_1lnqBb0twyQXMC2,,,,,50.7599,6.0953,anonymous,DE,1,2,23,4,3,4,1,3,1,2,3,3,2,1,2,5,6,7,4,3,8,,1,3,5,3,4,3,1,1,2,4,1,4,5,5,4,2,4,3,4,5,5,6,5,7,6,5,7,6,6,6,3,5,1,4,5,2,5,3,1,2,4,6,,,,1,1,6,2,5,3,5,1,2,4,5,1,4,5,2,5,5,3,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 12:18:11,2023-06-15 12:28:51,0,89.0.3.229,100,640,1,2023-06-15 12:28:54,R_1OlR62GwwuM0zHm,,,,,50.9532,6.9115,anonymous,DE,1,2,18,4,3,4,1,2,1,1,3,3,1,2,6,3,8,4,1,7,5,"E Scooter ",2,3,3,4,4,2,3,5,1,5,2,4,5,3,2,2,4,3,4,4,5,1,5,2,5,4,6,2,5,2,3,4,3,4,3,2,4,3,5,6,2,1,Keine Verbrenner mehr,,,1,5,2,4,2,2,4,1,2,3,2,4,6,6,2,5,5,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 12:11:21,2023-06-15 12:35:43,0,176.199.83.197,100,1462,1,2023-06-15 12:35:45,R_xuBJMnuUVrJdJ29,,,,,50.7246,7.1178,anonymous,DE,1,2,24,4,3,4,1,2,3,,2,1,2,5,7,3,1,2,4,6,8,,1,5,4,4,5,4,4,4,4,1,1,5,1,2,1,1,1,3,1,1,1,2,3,2,3,2,6,1,1,1,2,2,2,3,2,3,5,3,2,6,4,1,"Wie wird der Strom der die Autos antreibt produziert, wo werden die Lithium Batterien produziert und aus welchen Mienen kommen die Rohstoffe",1,,,6,3,2,4,1,1,1,4,3,4,4,5,6,3,4,5,3,4,5,4,1,3,1,2,2,2,2,2,6,1,6,1,2,3,2,3,3,3,3,4,2,6,5,1,"Herkunft und Abbau der Rohstoffe wie Lithium, wird der Strom für die Ladestationen grün produziert? Und wie lange halten die Batterien?",,if
2023-06-15 12:38:19,2023-06-15 12:50:30,0,84.132.153.7,100,730,1,2023-06-15 12:50:31,R_AgkJHbw90uKUg5H,,,,,50.6853,7.1484,anonymous,DE,1,2,22,5,3,5,"1,2",2,3,,2,2,2,2,3,6,4,7,5,1,8,,3,4,5,4,2,1,4,4,2,3,4,1,2,3,1,2,2,3,2,2,2,4,3,3,2,2,6,1,4,1,2,2,3,2,4,3,3,2,1,5,4,6,,1,,,5,3,2,3,1,1,2,3,3,4,3,5,5,4,5,5,2,4,2,5,2,3,1,4,2,3,3,3,2,1,4,1,3,4,2,2,3,2,3,1,2,5,4,6,,,if
2023-06-15 12:41:38,2023-06-15 12:50:57,0,217.120.131.82,100,559,1,2023-06-15 12:50:58,R_2w7E57Y5dmUiWmw,,,,,50.8569,5.6673,anonymous,DE,1,2,22,4,3,4,1,2,2,,6,4,2,2,7,1,5,4,8,6,3,,5,4,5,5,2,3,5,4,2,1,4,1,1,1,1,2,5,2,1,2,2,2,2,3,4,3,5,1,2,1,2,2,2,1,4,2,,,,,,,,1,,,6,2,5,2,1,1,1,2,5,5,2,4,4,2,3,1,4,3,4,4,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,6,3,2,4,1,5,,,if
2023-06-15 12:43:59,2023-06-15 12:54:15,0,5.145.128.134,100,616,1,2023-06-15 12:54:17,R_74mTTZPmmpNH3yx,,,,,50.9532,6.9115,anonymous,DE,1,2,23,4,3,5,1,2,3,,1,3,1,7,5,3,2,1,6,4,8,,2,5,5,2,2,1,6,4,5,2,5,1,5,4,2,2,6,2,2,3,2,3,3,3,3,2,6,2,5,1,2,2,6,2,2,2,4,2,1,5,3,6,,,,1,5,2,5,1,1,1,4,5,4,4,4,5,5,2,5,4,2,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 12:34:28,2023-06-15 12:55:33,0,95.223.45.230,100,1265,1,2023-06-15 12:55:34,R_YSskp2m9XaKfHPj,,,,,50.7599,6.0953,anonymous,DE,1,1,21,4,3,4,1,2,3,,1,4,2,4,5,1,7,2,6,3,8,,3,5,4,4,2,2,5,5,6,4,4,3,3,4,2,4,4,2,1,4,3,4,4,5,3,2,5,3,5,6,4,4,4,6,3,6,1,2,5,4,3,6,,,1,,6,1,5,1,3,3,5,1,5,4,2,2,2,4,3,3,3,3,4,3,5,5,6,5,5,5,5,4,6,5,5,7,5,4,4,5,4,6,1,2,5,4,3,6,,,if
2023-06-15 12:49:46,2023-06-15 13:07:48,0,89.0.175.145,100,1082,1,2023-06-15 13:07:50,R_1FwRQcdFb5Dzsbh,,,,,50.9111,6.9122,anonymous,DE,1,2,58,5,4,4,"1,2",4,1,"1,2",3,1,2,2,7,1,4,5,6,3,8,,2,4,2,2,5,3,1,2,5,1,2,5,3,6,5,6,4,3,1,4,1,5,4,3,5,4,6,4,6,7,3,4,5,3,1,2,3,4,6,2,5,1,"Rein politische Entscheidung ",,1,,5,4,5,2,2,6,1,4,5,6,1,2,2,6,2,1,4,4,5,5,3,4,3,4,4,3,3,4,5,4,6,6,5,2,2,2,2,2,3,4,6,2,5,1,s.o.,,if
2023-06-15 12:58:15,2023-06-15 13:11:05,0,79.245.214.123,100,770,1,2023-06-15 13:11:06,R_2VfL2XVrUahmhb8,,,,,50.632,7.0944,anonymous,DE,1,2,22,4,3,4,1,2,3,,1,2,1,1,3,5,4,7,6,2,8,,2,3,5,5,3,3,5,5,4,5,5,2,2,3,3,3,3,2,1,4,2,3,4,2,3,2,5,2,3,2,3,3,3,4,3,3,4,2,1,3,5,6,,1,,,4,2,4,2,1,2,2,2,4,4,2,3,4,3,4,4,3,4,5,4,2,4,3,3,4,3,3,3,5,2,3,2,3,3,2,3,3,3,4,2,1,3,5,6,,,if
2023-06-15 13:11:18,2023-06-15 13:32:56,0,109.43.112.109,100,1297,1,2023-06-15 13:32:57,R_21ErwZ6xA3N51mS,,,,,50.1288,8.7034,anonymous,DE,1,2,22,5,3,5,1,3,2,,1,4,2,3,5,1,2,7,6,4,8,,4,4,5,3,3,1,5,6,2,4,4,1,4,4,2,2,2,2,1,5,2,3,4,2,4,4,5,2,5,2,1,1,2,3,4,2,4,1,2,5,3,6,,,1,,4,3,2,2,1,1,2,3,4,5,1,4,5,3,4,4,2,4,3,4,2,5,2,4,5,3,4,5,5,2,5,2,1,2,2,4,4,2,4,1,2,5,3,6,,,if
2023-06-15 13:31:03,2023-06-15 13:40:30,0,134.61.137.14,100,566,1,2023-06-15 13:40:31,R_1AMwM0uo5YyZjy1,,,,,50.7661,6.1395,anonymous,DE,1,2,25,5,4,4,1,3,3,,1,3,2,8,5,1,3,6,4,7,2,Zu Fuß,2,4,5,5,1,1,6,4,5,2,4,2,5,2,1,1,3,1,1,3,1,4,4,3,4,3,2,1,6,1,3,1,2,1,1,1,4,1,2,6,3,5,Reperaturmöglichkeit,,,1,6,1,6,1,1,3,3,3,4,3,5,3,4,2,3,3,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 13:30:21,2023-06-15 13:47:50,0,185.104.138.30,100,1048,1,2023-06-15 13:47:51,R_Xu3eMzcCoYfzb45,,,,,51.2993,9.491,anonymous,DE,1,2,22,4,3,5,1,3,2,,1,4,3,7,1,5,4,3,2,6,8,Privatjet,2,3,5,6,1,2,6,6,2,3,5,1,2,1,1,2,2,1,3,4,1,3,2,3,4,4,7,1,5,1,1,2,1,1,1,1,4,5,3,6,1,2,"Ausreichender Netzausbau, der eine ausreichende Ladeinfrastruktur unterstützt",1,,,4,4,4,3,1,1,3,1,4,6,2,4,5,2,4,5,2,4,1,5,1,4,1,2,3,1,4,4,7,1,5,1,1,3,1,1,2,1,4,5,3,6,1,2,"Unzureichender Netzausbau, der die Ladeinfrastruktur entsprechend nicht gut genug unterstützt",,if
2023-06-15 13:28:47,2023-06-15 13:48:48,0,46.114.147.30,100,1200,1,2023-06-15 13:48:49,R_0qbB9B9B2kxa2Ot,,,,,48.767,9.1827,anonymous,DE,1,1,27,4,3,2,"1,2",3,1,2,1,2,1,3,1,5,6,7,4,2,8,,3,3,5,6,3,1,5,5,6,5,4,1,3,2,2,4,4,2,1,2,2,1,6,2,3,2,5,1,5,2,4,4,6,3,4,4,2,3,4,5,6,1,Herkunft Strom,,1,,5,4,4,2,1,1,1,4,5,3,5,4,4,2,4,4,2,4,3,5,1,6,2,2,5,2,1,2,6,2,5,2,3,4,6,4,5,6,2,3,4,5,6,1,Herkunft Strom,,if
2023-06-15 13:40:05,2023-06-15 13:49:22,0,178.1.30.239,100,556,1,2023-06-15 13:49:22,R_ePB8gMXnMdzEGcx,,,,,51.4431,6.8541,anonymous,DE,1,1,24,5,3,3,1,3,1,2,2,1,1,3,2,5,4,6,7,1,8,,4,5,5,3,3,2,6,3,2,2,5,1,5,4,2,4,6,3,5,4,6,4,5,6,4,4,6,2,5,2,5,5,5,5,5,4,,,,,,,,,,1,4,3,3,4,2,1,2,4,3,2,6,3,3,4,3,3,6,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 13:40:52,2023-06-15 13:53:50,0,37.201.153.113,100,777,1,2023-06-15 13:53:51,R_21nWUjgezNmN9tl,,,,,50.9446,7.0115,anonymous,DE,1,2,23,5,4,5,1,1,2,,6,4,2,4,6,1,7,2,5,3,8,,3,3,4,4,2,3,3,3,4,3,2,2,2,5,2,1,2,2,2,4,6,3,4,3,3,2,5,2,4,2,1,2,3,3,2,3,6,3,2,5,4,1,"Verbot von Verbrennungsmotoren, was einen Wegfall eines kernwirtschaftsbereich von Deutschland zu folge hätte ",1,,,2,4,2,5,1,2,1,2,1,5,2,6,6,2,6,5,1,5,1,6,2,3,3,3,4,3,2,2,3,2,4,2,2,2,3,3,2,3,6,3,2,5,4,1,Verbot verbrennermotoren,,if
2023-06-15 13:40:20,2023-06-15 13:57:00,0,134.61.144.179,100,999,1,2023-06-15 13:57:01,R_3phum86Y6iCSWJ2,,,,,50.7479,6.0485,anonymous,DE,1,1,28,4,3,4,1,4,3,,1,4,2,7,4,1,6,2,3,5,8,,2,3,5,5,1,1,4,5,6,4,5,1,1,1,1,2,2,1,1,4,2,4,4,5,4,4,3,2,6,1,2,1,4,2,1,4,3,5,2,6,4,1,"Nachhaltige Stromquellen ",,,1,5,2,5,2,1,1,2,3,4,5,2,5,5,1,5,4,2,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 14:20:31,2023-06-15 14:37:15,0,134.61.89.19,100,1003,1,2023-06-15 14:37:16,R_2sd9XRDLVGawccR,,,,,50.7745,6.0861,anonymous,DE,1,2,22,5,3,4,1,2,3,,1,3,1,5,4,7,3,6,1,2,8,,1,3,6,5,1,1,5,6,6,6,6,1,1,1,1,1,2,1,1,6,1,4,5,2,5,5,6,1,1,1,1,2,1,5,4,1,,,,,,,,,1,,5,2,2,3,1,1,1,2,4,5,3,5,5,4,5,5,4,5,5,4,1,4,1,1,5,1,3,5,3,1,3,1,1,2,1,4,3,2,,,,,,,,,if
2023-06-15 14:21:48,2023-06-15 14:37:20,0,46.114.104.217,100,932,1,2023-06-15 14:37:21,R_293UZkxoRRqIYLP,,,,,50.6966,7.1397,anonymous,DE,1,2,19,4,3,4,1,2,2,,1,3,2,4,3,5,1,7,6,2,8,,2,3,6,6,1,1,3,6,2,3,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,1,6,2,5,,1,,,4,3,4,1,1,1,3,3,3,4,3,3,3,3,3,3,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,6,2,5,,,if
2023-06-15 14:21:12,2023-06-15 14:37:57,0,80.187.74.57,100,1005,1,2023-06-15 14:37:58,R_3ES8Sck0X7TYBd9,,,,,51.4444,7.0114,anonymous,DE,1,2,20,4,3,4,1,2,2,,1,3,1,1,2,5,6,7,4,3,8,,3,4,4,4,1,2,4,5,1,2,1,3,4,2,2,1,5,3,1,5,1,1,1,5,2,1,7,1,5,2,3,5,2,2,3,2,3,2,1,5,4,6,,,,1,5,3,3,3,1,2,2,3,2,4,3,6,6,1,6,6,3,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 14:18:46,2023-06-15 14:39:48,0,46.114.105.176,100,1262,1,2023-06-15 14:39:49,R_XoJoXGqsLy1gxVv,,,,,50.7338,7.1042,anonymous,DE,1,2,22,5,3,4,"1,2",3,3,,2,2,2,1,2,8,6,7,4,3,5,"E-Scooter ",2,3,5,3,1,1,5,5,4,6,3,1,2,2,1,1,1,3,1,6,1,1,1,1,1,3,1,1,5,1,4,1,6,3,6,3,2,3,5,6,4,1,,,1,,4,4,3,3,1,1,2,4,3,5,2,5,5,2,5,4,3,4,3,5,1,5,1,1,1,2,1,1,1,1,5,1,2,4,6,3,1,3,2,4,3,5,6,1,,,if
2023-06-15 14:51:49,2023-06-15 15:14:29,0,80.141.187.5,100,1360,1,2023-06-15 15:14:30,R_bBdknINF2gL8mPv,,,,,50.7599,6.0953,anonymous,DE,1,2,19,4,3,4,"1,2",2,1,1,2,3,1,6,2,5,3,7,1,4,8,,2,3,4,5,5,2,5,5,1,5,1,2,4,4,3,5,5,4,1,3,2,3,4,3,3,3,7,1,5,1,4,3,3,3,2,3,4,1,2,5,3,6,Umweltfreundlichkeit (hoher Rohstoffverbrauch z.B. Lithium und Kobalt),,,1,5,2,4,2,1,1,1,2,3,4,2,5,6,2,5,5,2,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 16:36:48,2023-06-15 17:00:27,0,95.223.44.223,100,1418,1,2023-06-15 17:00:28,R_2TYjrJ9o5UN7axu,,,,,50.7661,6.1395,anonymous,DE,1,2,22,4,3,4,1,2,1,3,2,2,1,8,1,5,3,2,6,4,7,,1,1,6,6,1,1,6,5,4,4,6,1,2,1,1,1,1,1,1,4,1,3,4,3,4,3,6,1,5,1,3,3,2,2,3,2,4,3,2,5,1,6,,,1,,6,1,6,1,1,1,1,3,2,4,2,2,2,5,3,2,5,4,3,5,1,4,1,1,4,1,4,3,5,1,5,1,2,3,3,3,4,2,4,3,1,5,2,6,,,aw
2023-06-15 17:04:51,2023-06-15 17:35:30,0,89.15.238.14,100,1838,1,2023-06-15 17:35:31,R_1dc5bdHyAkfgzME,,,,,51.4444,7.0114,anonymous,DE,1,2,22,4,3,3,1,3,1,2,2,1,1,1,4,8,7,5,2,3,6,Scooter,2,4,4,4,1,1,3,4,1,4,3,1,4,3,1,5,3,3,1,3,1,4,2,3,4,2,6,1,5,7,5,4,2,5,4,2,2,5,4,6,3,1,Batterieentsorgung,,1,,2,5,2,4,1,1,1,3,4,5,1,5,5,2,4,5,3,4,3,5,1,3,2,4,2,3,3,4,6,2,2,2,3,4,2,4,4,2,3,4,5,6,2,1,Batterieentsorgung,,aw
2023-06-15 17:42:35,2023-06-15 17:47:28,0,46.114.110.228,100,292,1,2023-06-15 17:47:29,R_3qrMbsCBUoqd9wj,,,,,50.7748,7.2002,anonymous,DE,1,1,23,4,3,4,1,2,2,,1,5,1,2,4,8,7,6,3,5,1,Zu fuß,3,3,6,6,2,1,4,6,6,6,6,1,2,2,3,2,1,1,4,3,3,6,4,2,2,3,,1,2,1,4,3,5,4,4,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aw
2023-06-15 17:53:30,2023-06-15 18:05:45,0,80.141.183.227,100,735,1,2023-06-15 18:05:46,R_3O7deJOhP1BWzOt,,,,,50.7599,6.0953,anonymous,DE,1,2,21,4,3,4,1,2,2,,1,3,2,7,5,1,2,3,4,6,8,,2,3,4,4,2,1,5,4,5,3,4,2,2,3,3,3,4,1,4,2,3,4,2,5,3,2,5,2,4,2,3,2,6,3,2,6,5,3,2,6,4,1,Das die Produktion ebenfalls nicht Nachhaltig ist und davon ablenkt das wir uns auf einen attraktiven und bezahlbaren ÖPNV konzentrieren sollten,,,1,6,2,5,2,1,2,2,3,3,4,3,4,3,4,3,3,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,lw
2023-06-15 17:58:05,2023-06-15 18:13:03,0,93.233.199.130,100,898,1,2023-06-15 18:13:04,R_3kvUTJow1EFTzFB,,,,,50.7298,6.2061,anonymous,DE,1,2,23,5,3,3,1,2,1,1,3,1,1,7,1,4,5,3,6,2,8,,2,3,6,5,1,1,6,4,3,3,5,1,4,4,2,4,5,1,2,3,3,3,4,3,3,2,3,2,5,2,4,3,3,3,3,2,4,2,1,5,3,6,,,1,,6,2,3,3,1,1,1,4,4,2,2,6,6,3,4,4,2,5,5,4,3,5,3,4,5,3,3,2,3,2,5,2,4,4,3,4,4,3,3,2,1,5,4,6,,,aw
2023-06-15 19:45:59,2023-06-15 19:52:20,0,94.220.252.130,100,381,1,2023-06-15 19:52:21,R_PBPk4XMef7gQQXD,,,,,50.8178,6.2776,anonymous,DE,1,1,21,4,3,4,1,2,3,,1,3,1,5,1,6,7,4,3,2,8,,3,5,6,6,1,1,6,5,3,1,5,1,2,2,1,3,5,2,4,5,5,4,4,5,4,4,7,3,4,6,5,2,5,4,3,5,1,2,4,5,3,6,,,,1,6,1,6,1,4,2,3,4,2,2,3,2,1,5,1,1,6,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 19:48:25,2023-06-15 20:02:04,0,95.90.183.203,100,819,1,2023-06-15 20:02:05,R_eCCgS5rMrzoXIfD,,,,,51.342,12.3819,anonymous,DE,1,2,22,4,3,3,1,2,1,3,4,2,1,2,1,5,4,3,8,7,6,E-Scooter,3,1,5,4,2,1,4,5,5,4,4,1,5,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,7,3,2,2,3,3,2,,,,,,,,,1,,4,2,4,3,1,1,1,4,4,4,3,4,4,3,5,5,2,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,1,4,5,6,,,aw
2023-06-15 21:02:47,2023-06-15 21:14:31,0,77.178.108.247,100,704,1,2023-06-15 21:14:32,R_262ryP9IG96n2ay,,,,,48.1355,11.5911,anonymous,DE,1,1,61,5,4,3,1,4,1,2,5,1,1,1,6,3,2,8,5,4,7,,3,5,4,3,3,1,1,1,6,5,5,3,5,6,4,6,6,4,2,5,2,5,6,6,5,5,6,4,6,,6,5,4,5,5,4,1,2,3,5,4,6,,,,1,6,2,5,1,2,2,1,1,5,3,2,5,5,6,5,5,3,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,if
2023-06-15 21:53:32,2023-06-15 22:13:35,0,88.75.166.58,100,1203,1,2023-06-15 22:13:36,R_2SdxTMXck8Xt5wj,,,,,50.8531,12.8942,anonymous,DE,1,1,50,3,4,2,1,4,1,1,4,1,1,5,6,2,1,3,8,4,7,,5,5,3,3,4,2,3,2,2,4,3,5,5,5,4,4,5,3,4,3,5,4,3,6,4,2,5,2,3,2,5,4,5,5,5,5,1,3,2,4,5,6,,,,1,5,3,3,4,4,3,2,3,3,2,5,2,2,4,2,2,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,aw
2023-06-15 22:07:15,2023-06-15 22:28:49,0,77.23.231.192,100,1293,1,2023-06-15 22:28:49,R_dco3IDzqCDAiKTD,,,,,50.9851,11.0314,anonymous,DE,1,1,58,5,4,2,1,4,1,2,2,2,1,4,6,2,3,7,8,5,1,Laufen,5,5,3,3,2,2,3,3,5,5,3,5,5,5,5,5,5,3,5,3,5,3,2,2,3,2,6,1,2,2,3,2,3,3,2,2,,,,,,,,,1,,5,4,3,4,3,3,5,2,4,3,3,2,2,5,2,2,5,5,5,3,3,2,2,3,2,2,2,1,5,2,2,2,2,2,2,2,2,2,5,2,1,6,3,4,,,aw
2023-06-15 21:03:16,2023-06-15 22:31:09,0,84.166.172.158,100,5272,1,2023-06-15 22:31:10,R_O244Gq8COlnGPUB,,,,,50.7298,6.2061,anonymous,DE,1,1,49,4,4,3,1,4,1,"2,3",2,1,1,1,2,8,5,4,7,6,3,,3,1,5,3,2,1,5,5,3,5,4,1,1,2,1,1,1,3,2,2,2,2,4,3,3,2,7,1,4,5,4,3,6,4,2,3,4,3,1,5,2,6,,1,,,2,4,3,4,1,2,1,3,5,2,5,2,2,5,4,2,5,2,5,2,3,3,3,3,3,3,3,2,7,1,3,2,4,3,3,3,2,6,4,2,1,6,3,5,,,aw
2023-06-15 22:06:50,2023-06-15 22:42:43,0,78.34.110.132,100,2153,1,2023-06-15 22:42:43,R_24qPONGUkysrrvG,,,,,50.9235,6.8646,anonymous,DE,1,2,57,5,4,1,1,4,1,2,3,2,2,4,3,5,1,2,7,8,6,,3,5,4,4,3,3,4,4,5,4,4,3,2,3,3,2,4,1,2,4,3,3,3,3,3,2,5,3,3,7,4,3,6,3,4,6,1,2,3,5,4,6,,1,,,5,3,5,2,2,1,3,4,3,3,3,4,4,3,4,5,2,5,2,4,3,3,3,3,3,3,3,2,5,3,3,2,3,3,6,4,3,6,1,2,3,5,4,6,,,lw
2023-06-15 22:34:13,2023-06-15 22:47:39,0,91.41.217.154,100,805,1,2023-06-15 22:47:40,R_31jHiBXSD2YKgS7,,,,,51.3239,12.338,anonymous,DE,1,2,24,5,3,5,1,3,2,,1,3,3,7,4,1,3,2,5,6,8,,2,3,6,6,3,2,6,5,3,1,4,1,4,2,1,1,1,1,1,2,1,3,1,2,2,2,1,3,4,2,1,2,2,2,3,2,1,3,2,5,4,6,,1,,,5,3,3,3,1,1,3,2,6,6,2,6,6,2,5,5,4,2,3,4,1,2,1,2,2,1,2,2,5,3,3,2,1,2,2,2,2,1,1,3,2,5,4,6,,,aw
2023-06-15 22:38:34,2023-06-15 22:52:02,0,178.19.233.170,100,807,1,2023-06-15 22:52:03,R_cAxIggOlFuMP7ZT,,,,,50.8435,12.0801,anonymous,DE,1,2,49,3,4,3,1,4,1,2,2,1,1,2,4,3,5,8,6,1,7,,1,4,6,5,2,1,4,4,6,4,4,2,4,4,2,4,6,3,3,4,5,4,4,5,6,4,6,2,3,2,5,5,6,4,4,4,,,,,,,,,,1,5,4,4,3,1,2,2,4,4,5,2,6,5,2,6,6,2,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,aw
